  1.535211903978e-09   1.856269541216e-09   1.070586479124e-09   6.271287796258e-15  -4.158380796802e-15   2.209872489179e+02   1.884624095068e-20   0.000000000000e+00    1   -1
  1.176211316871e-04   0.000000000000e+00  -1.070586479124e-09   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00    1   -3
  0.000000000000e+00   1.176210509770e-04  -1.070586479124e-09   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -0.000000000000e+00   0.000000000000e+00    1   -3
  2.352422633743e-04   0.000000000000e+00  -1.070586479124e-09   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00    1   -3
  0.000000000000e+00   2.352421019540e-04  -1.070586479124e-09   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -0.000000000000e+00   0.000000000000e+00    1   -3
  3.528633950614e-04   0.000000000000e+00  -1.070586479124e-09   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00    1   -3
  0.000000000000e+00   3.528631529310e-04  -1.070586479124e-09   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -0.000000000000e+00   0.000000000000e+00    1   -3
  1.065193280141e-04   1.735346925002e-06  -6.283040584423e-06   9.952455831699e+01  -2.713248083494e+02   8.094963387695e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.477771387837e-04  -7.989879742208e-07   8.735794043941e-06   2.756521901170e+02  -1.399710606513e+02   7.599174294062e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.470697624842e-04   4.228791604532e-07   1.563537452633e-06  -3.888510222210e+02  -3.510180008930e+01   7.298625966483e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.342707855827e-04   9.305052873216e-07  -2.486541519408e-06  -1.611503315708e+02   6.474887207672e+01   7.080231659200e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.885004882097e-04   1.512289228790e-06   4.745386753432e-06  -1.363272660908e+01   1.740960555735e+02   6.907698684523e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.900118092290e-04   1.556254838453e-06   2.019518546310e-07   1.297764625010e+02   3.224848434800e+02   6.764595727856e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.971122310902e-04   3.482742479929e-06  -3.962457549334e-06   3.256461754707e+02  -4.818668194352e+02   6.642045412098e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.768281074527e-04   1.613009246497e-06   2.811217597360e-06  -3.251335012625e+02  -2.492581593114e+02   6.534692363787e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  7.562257198441e-05   5.859122652532e-07  -1.016600567450e-06  -1.292637882929e+02  -1.240846583738e+02   6.439050673446e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.337826844721e-04   2.261099914427e-06  -6.184241741958e-06   1.414540081719e+01  -2.085705022825e+01   6.352721032928e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.351160610824e-04   2.202248206085e-06   6.115943055710e-06   1.616630057789e+02   7.940123292710e+01   6.273979784154e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.233369758934e-04   3.423507915275e-06   9.773543613630e-07   3.893636964291e+02   1.917006928696e+02   6.201545926158e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.723085577648e-04   2.765449392471e-07  -2.693780609720e-06  -2.751395159089e+02   3.521695818876e+02   6.134440829254e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.784812990330e-04   1.437159966999e-06   3.696092283002e-06  -9.901188410888e+01  -4.273828358357e+02   6.071899582705e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.863272741203e-04   2.765049284640e-06  -1.961088657400e-07   4.206433780715e+01  -2.286727521657e+02   6.013312697152e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.657576665441e-04   5.270351773324e-06  -4.262179738023e-06   1.958531542873e+02  -1.085978966912e+02   5.958186468152e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.329995606504e-04   1.401677140875e-06   2.161383699651e-06   4.850749423870e+02  -6.668387571933e+00   5.906115251819e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.577075682635e-04   3.888381417513e-06  -1.337261951856e-06  -6.668461745024e+02   9.427819853980e+01   5.856761592729e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.629645762271e-04   1.253367230003e-06  -7.152979242700e-06  -2.249936102472e+02   2.101146548395e+02   5.809841673701e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.440435823778e-04   9.930212977703e-06   8.932856133272e-06  -6.418341367188e+01   3.865593775446e+02   5.765114461074e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.046789984597e-04   1.948608944693e-06   1.565949664189e-06   7.616582557966e+01  -3.857260714374e+02   5.722373471548e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.003838163011e-04   6.039664089791e-06  -1.836114384041e-06   2.413382543223e+02  -2.092813487323e+02   5.681440434446e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.078547425892e-04   3.959112632760e-06   4.531137577704e-06  -4.607121129373e+02  -9.344489243262e+01   5.642160347808e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.888685775363e-04   7.387489854420e-06   4.177936320598e-07  -1.882771858709e+02   7.501693679103e+00   5.604397575282e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  5.342346910725e-05   4.082395742845e-07  -3.136686955816e-06  -3.594291894346e+01   1.094312027984e+02   5.568032730998e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.284573505614e-04   6.198019069964e-06   2.791393484053e-06   1.054696148503e+02   2.295060582729e+02   5.532960168542e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.265882292243e-04   3.491635023517e-06  -6.631845982658e-07   2.849114940021e+02   4.282161419429e+02   5.499085938447e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.197688474883e-04   9.613522345693e-06  -4.940959244254e-06  -3.744790406920e+02  -3.513362757805e+02   5.466326112842e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.609955935306e-04   1.397098394873e-06   6.291792395652e-06  -1.546135141849e+02  -1.908673867624e+02   5.434605400659e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.733122826002e-04   6.930575330752e-06   1.128222202063e-06  -8.074865335792e+00  -7.856792681993e+01   5.403855994826e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.796907804122e-04   5.404073831479e-06  -2.166528149817e-06   1.360047522810e+02   2.169035633542e+01   5.374016606227e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.628594897511e-04   9.900111132515e-06   3.735946423641e-06   3.369930281889e+02   1.249179644810e+02   5.345031649181e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.199538962536e-04   2.517210941444e-06   5.291853162240e-08  -3.143081246436e+02   2.500914654186e+02   5.316850550736e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.514882940012e-04   5.232491332734e-06  -3.533848595253e-06  -1.231003389902e+02   4.827001255424e+02   5.289427161796e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.543970931410e-04   4.629783858994e-06   2.261710305328e-06   1.970886260067e+01  -3.216515373729e+02   5.262719252562e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.389802430205e-04   1.017493465396e-05  -9.940673719328e-07   1.682910237847e+02  -1.732627494663e+02   5.236688078154e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.935196577227e-04   5.073833216556e-06  -5.709272651879e-06   4.048675774051e+02  -6.391556596955e+01   5.211298003002e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.935677012384e-04   9.693822438500e-06   5.025664855676e-06  -2.661782816869e+02   3.593510619647e+01   5.186516174692e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.044030543549e-04   7.613154167201e-06   7.398830713466e-07  -9.311223243966e+01   1.408043667584e+02   5.162312239638e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.831272623973e-04   1.122467167453e-05  -2.513991483273e-06   4.769028624058e+01   2.721581144566e+02   5.138658094284e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  9.342934186544e-05   4.798827665022e-06   3.103545518742e-06   2.030460514255e+02   5.669264987848e+02   5.115527666635e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.393048687859e-04   9.268311789502e-06  -2.872627327986e-07   5.131816814060e+02  -7.632261183975e+02   5.092896723770e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.440713026107e-04   8.118451896837e-06  -3.998896008830e-06  -5.935966577055e+02  -2.917130361504e+02   5.070742701705e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.276636027415e-04   1.146443768872e-05   1.804879241525e-06  -2.173485089750e+02  -1.539637006287e+02   5.049044554562e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.802014406634e-04   5.189123597456e-06  -1.318658421117e-06  -5.849095191926e+01  -4.738540535896e+01   5.027782620465e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.835042265039e-04   1.060371482045e-05  -7.081958699756e-06   8.194865570316e+01   5.233302820764e+01   5.006938501972e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.948131711503e-04   1.020776347704e-05   7.051871787989e-06   2.495564909090e+02   1.595483620857e+02   4.986494959203e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.713230727490e-04   1.479040441700e-05   1.297484390459e-06  -4.398605365511e+02   2.997041620424e+02   4.966435814059e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  1.429375779765e-04   5.773608584191e-06  -1.789411267612e-06  -1.813344683991e+02  -5.506101372493e+02   4.946745864198e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.618918937467e-04   9.915336231148e-06   3.910231935735e-06  -3.034898531894e+01  -2.680682617404e+02   4.927410805565e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.673579817247e-04   8.523918441571e-06   2.700916865153e-07   1.114635648160e+02  -1.376743403167e+02   4.908417162507e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.487932941016e-04   1.485440798978e-05  -3.017781592201e-06   2.945004821122e+02  -3.306195661195e+01   4.889752224570e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  2.108318167029e-04   7.300393465555e-06   2.412699280959e-06  -3.610510150172e+02   6.683012642497e+01   4.871403989237e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.063857176409e-04   1.361403810255e-05  -7.187129455486e-07  -1.481618747623e+02   1.765668307876e+02   4.853361109947e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  3.162802366231e-04   8.717290189646e-06  -4.797046044186e-06  -2.520358059328e+00   3.264982884325e+02   4.835612848815e+02   0.000000000000e+00   2.300000000000e-04    1   -1
  4.954149215453e-04   1.377113062845e-05   5.397027961317e-06   1.423024813928e+02  -4.729044751845e+02   4.818149033552e+02   0.000000000000e+00   2.300000000000e-04    1   -1
